text,likes_faixa
RT  Uma dica delícia para quem mora em SP matar a fome e de quebra ajudar a quem precisa 🍔,-1
RT  Começamos hoje uma radiografia dos motivos das prisões de inocentes no país Após análise de cem casos mostramos como…,-1
RT  Iniciativa da PremieRpet estreia em º de junho São histórias para inspirar e derrubar preconceitos sobre animais com…,-1
Agronegócio e programa federal fazem Marcopolo dobrar aposta em microônibus ,-1
Epic vs Apple o que aprendemos com o julgamento que pode mudar o iPhone ,-1
Por que amamos passar raiva com videogames difíceis e o que isso tem a ver com Freud ,0
ExLS Jack Marcus Menna grava com Paula Fernandes após retomar carreira ,0
RT  Grandes empresas aceleram compras de startups na pandemia ,-1
RT  Bolsonaristas da CPI reclamam de artigo e Polícia do Senado abre investigação contra colunista da Folha ,-1
RT  Lira vê Bolsonaro em pior momento aponta boa fase de Lula e descarta terceira via em  ,-1
⬇️⬇️,1
"Ativistas inflam boneco de Capitão Cloroquino em Brasília Leia mais em 

📷Pedro LadeiraF… ",1
Comissão aprova admissibilidade da reforma administrativa e texto avança na Câmara ,-1
Marcelo Coelho  Espetáculo da força é a droga do direitista que se gaba de não ser bonzinho A ideia de que a mal… ,0
Colo de Mãe  Não aprendi nada sobre como ser mãe em meio a uma pandemia Não havia ensinamento nenhum sobre este m… ,-1
As mulheres nos quartéis também sofrem violência leia no blog Faces da Violência ,0
Joel Pinheiro da Fonseca  Finalmente Guedes vai te surpreender Surpreende ver quanto o ministro está disposto a a… ,0
"RT  CÓDIGO DE PROCESSO PENAL CPP

O substitutivo do novo CPP apresentado em abril na comissão especial que analisa o tema na C…",-1
Começa agora o evento virtual que reúne especialistas para debater ao vivo a importância da governança e da sustent… ,-1
Secretária defende cloroquina à CPI e contradiz versões de Pazuello sobre tratamento e crise em AM ,0
Congresso pode prorrogar auxílio emergencial por até  meses diz Pacheco ,0
Rússia minimiza prisão de namorada de blogueiro e eleva influência sobre Belarus ,0
Cecília Machado  É enorme equívoco associar o auxílio à redução eficaz da pobreza Se objetivo do auxílio fosse co… ,0
Esquerda associouse à intolerância e a dogmas obscuros diz jornalista ,0
Guilherme Boulos  Pazuello sem punição é o caminho do golpe bolsonarista Episódio representa uma encruzilhada dec… ,1
Além de previsões sobre a Covid Osmar Terra erra sobre sucesso de programa de Bolsonaro contra violência Programa… ,0
Yascha Mounk  A política do século  se foi para sempre Em algumas democracias partidos socialdemocratas parec… ,-1
Grandes empresas aceleram compras de startups na pandemia ,-1
Hélio Schwartsman  Decreto sobre redes sociais é idiota Antes da internet duas formas combater ideias idiotas er… ,0
G está próximo de acordo sobre tributação de gigantes mundiais ,0
⬇️⬇️,0
Evento anual de oferta de estágio da Estácio que teve  mil vagas em  sobe para  mil em  ,-1
Eduardo Leite busca apoio de FHC contra modelo de Doria para prévias do PSDB ,-1
"Mayra Pinheiro a ""capitã cloroquina"" secretária de Gestão do Trabalho e da Educação do Ministério da Saúde manté… ",0
Hansi Flick substituirá Löw no comando da Alemanha após a Eurocopa ,-1
Lira vê Bolsonaro em pior momento aponta boa fase de Lula e descarta terceira via em  ,1
RT  Correos electrónicos revelan que el gobierno de Bolsonaro hizo la contrapropuesta formal por las vacunas de Pfizer ya en…,-1
"RT  Reportagem que 
e  acabaram de publicar mostra que o isolamento social no Brasil hoje é menor do qu…",-1
"RT  Um general da ativa sobe num palanque e sorridente pega o microfone para breve discurso em ato  político ""PR é…",-1
RT  Bolsonaristas da CPI reclamam de artigo e Polícia do Senado abre investigação contra colunista da Folha  informa ,-1
Renan Calheiros aponta  contradições no depoimento da capitã cloroquina à CPI ,1
Pausa na CPI,0
Bolsonaristas da CPI reclamam de artigo e Polícia do Senado abre investigação contra colunista da Folha ,1
Bolsonaro faz novo aceno ao centrão e edita portaria que reduz poder do Executivo no pagamento de emendas ,0
Alta rápida dos juros vai permitir um ciclo mais curto de ajuste diz presidente do BC ,-1
Moderna diz que sua vacina anticovid é altamente eficaz em adolescentes ,0
"Entidade judaica manifesta repúdio sobre paralelo com tribunal de Nuremberg feito por Renan na CPIdaCovid ""Essas… ",1
Na Flórida fotos de meninas em anuário escolar são alteradas para esconder peito ,-1
Painel SA  Se Bolsonaro fizer passeio de moto em SP não vai ter apoio de motoboy paulista diz sindicato Presi… ,0
Defesa e Exército completam  horas de silêncio sobre transgressão de Pazuello em ato político com Bolsonaro ,1
Sylvinho diz que precisou de três minutos para fechar com Corinthians ,0
Brasil tem menos isolamento social que campeões de vacinação como Reino Unido e Israel ,0
Simone Biles amplia dificuldade de manobras e explica motivo Porque posso ,0
Mayra Pinheiro afirma não gostar de ser chamada de capitã cloroquina por não ser oficial do Exército acompanhe… ,0
Ditadura divulga suposta confissão de blogueiro na Belarus pai vê coação ,0
De Dylan a Zappa sabichão do rock relembra shows antológicos em almanaque ,-1
Um ano de George Floyd  Folha realiza hoje uma série de lives no Instagram para discutir sistema penitenciário mí… ,0
Pedro Hallal  O negacionismo mata Morador de cidade na qual Bolsonaro venceu o º turno em  tem  vezes mais… ,1
RT  O empresário Saul Klein filho do fundador das Casas Bahia fez de um sítio em Boituva um misto de clube e spa para satisfaz…,-1
"Mayra Pinheiro disse ao estado do Amazonas que era ""inadmissível"" não adotar orientação para uso da cloroquina cont… ",0
"O depoimento hoje é da ""capitã cloroquina"" mas o Brasil contou também com o ""capitão cloroquina"" para difundir o… ",1
RT  Foram  dias trancada num quarto sem poder chegar perto da minha filha – Coluna de hoje na  ,-1
Flórida vai multar redes sociais que suspenderem candidatos políticos ,-1
"CPIdaCovid 

Mayra Pinheiro contradiz Pazuello sobre momento em que ministério soube da falta de oxigênio no AM l… ",0
Álbum inédito de Tim Maia em espanhol é lançado mais de  anos após gravação ,1
Bolsonaro afirma que motos serão isentas de pedágio em rodovias federais ,0
"Veja o momento em que o relator Renan Calheiros cita tribunal de Nuremberg e causa revolta de governistas  

S… ",0
Evento virtual reúne especialistas para debater a importância da governança e da sustentabilidade nas empresas ao… ,-1
Veja o momento em que o relator Renan Calheiros cita tribunal de Nuremberg e causa revolta de governistas  ,1
RT  Painel Com aval de Lula deputado federal do PT encampa candidatura ao Governo de Minas ,-1
Câmara vai discutir mudanças no Imposto de Renda a partir da próxima semana diz Lira ,-1
"Mayra Pinheiro ""a minha secretaria foi responsável pelo desenvolvimento do TrateCOV""

TrateCOV foi um app do Minis… ",0
Daniel Alves é cortado da seleção e Tite chama Emerson para as Eliminatórias ,0
RT  Após um roubo um dos ladrões foi descrito como um jovem negro com tatuagem de Cristo no pescoço nomes nos braços e uma…,-1
Secretário de Flávio Dino PCdoB aciona MPF contra Bolsonaro por desrespeito de regras sanitárias no Maranhão ,1
RT  Pandemia abate mercado editorial mas livrarias virtuais crescem  ,-1
Comitê de ética pediu investigação de médica que aplicou cloroquina nebulizada em Manaus Tratamento experimental n… ,0
Anvisa autoriza início de testes em humanos de soro antiCovid do Butantan ,1
Presidente da CPIdaCovid Omar Aziz cita a nebulização de cloroquina feita em Manaus Cinco pessoas morreram após… ,1
Após malestar expresidente Dilma passa por exames em hospital de Porto Alegre ,0
"Quem é Mayra Pinheiro a ""capitã cloroquina"" secretária do Ministério da Saúde que está depondo agora na… ",0
Segundo aliados do governador expresidente apoiou opinião de Doria sobre regras da votação interna via Painel p… ,0
Pandemia abate mercado editorial mas livrarias virtuais crescem  ,0
Mayra Pinheiro disse na CPIdaCovid que trouxe  análises de que cloroquina funciona pra Covid esse é quase o n… ,1
RT  Mayra Pinheiro diz na CPIdaCovid que trouxe  análises de que cloroquina funciona pra COVIDesse é praticamente o núm…,-1
RT  George Floyd  ano Depois do assassinato que inspirou protestos raciais mundo afora apetite dos americanos por refor…,-1
RT  Entre os pontos em discussão está o artigo que estabelece o papel investigativo do Ministério Público como subsidiário m…,-1
Saída pela Direita  Conheça o Blexit rival de direita do Black Lives Matter por ,-1
O Brasil contou com aquele que foi um dos maiores garotospropagandas da cloroquina no mundo o presidente Jair Bol… ,0
Quem é Mayra Pinheiro a Capitã Cloroquina secretária do Ministério da Saúde que depõe nesta terça ,0
A prescrição da cloroquina droga ineficaz contra a Covid sempre foi uma realidade no Ministério da Saúde sob Bols… ,0
RT  O substitutivo do novo Código de Processo Penal apresenta alterações que devem afetar todo o rito de processos criminais…,-1
"""Capitã Cloroquina"" diz que Ministério da Saúde nunca indicou tratamento precoce Não é bem assim a própria pasta… ",0
"CPI da Covid quer saber da ""capitã cloroquina"" qual a orientação sobre remédio sem eficácia em grávidas e crianças… ",0
Vera Iaconelli  Na esteira das novas experimentações —por vezes inspiradoras por vezes desastrosas— alguns se per… ,0
Receitas com status de patrimônio cultural viram especialidades de chefs via ,-1
Vocalista de banda italiana ganhadora do Eurovision não usou drogas ,0
Militares do Mali detêm líderes do governo de transição e articulador de golpe assume o poder ,0
"CPI deve convocar pelo menos nove governadores afirma presidente da comissão

 ",0
Folha explica  Texto na Câmara autoriza prisão após ª instância retoma juiz das garantias muda rito do Tribunal… ,-1
Ministério da Saúde faz novo pedido à Anvisa para importar vacina indiana Covaxin ,-1
IPCA tem maior nível para maio em  anos e taxa em  meses dispara ,0
CPI DA COVID  Conhecida como capitã cloroquina secretária do Ministério da Saúde fala à CPI acompanhe 👇🏽… ,1
Órgão antitruste alemão investiga Google sobre o uso de dados ,-1
RT  Painel SA Se Bolsonaro fizer passeio de moto em SP não vai ter apoio de motoboy paulista diz sindicato ,-1
RT  Emails na CPI apontam que governo Bolsonaro só fez contraproposta formal por vacinas da Pfizer em dezembro informa ,-1
Entrevista  Talita Nascimento encabeça o Vamos Juntas que em  apoiou  mulheres nas eleições via… ,0
O QUE A FOLHA PENSA  Presença de Pazuello em ato com Bolsonaro é transgressão e não pode ficar impune Leia em… ,1
Pesquisador aponta semelhanças entre Jogos pandêmicos de  e  ,0
Só em Nova York vitrine internacional do combate ao crime tiroteios cresceram  via ,0
RT  Governo quer apresentar em  dias o projeto do novo Bolsa Família com valor maior e mais beneficiários Mas a regra…,-1
Obesos relatam dificuldades no acesso à vacina apesar de IMC ser a única exigência via ,0
RT  Edson Fachin sobe o tom e alerta ,-1
Renan Calheiros  Diante de tudo o que os fatos comprovam rota de fuga é escárnio com o país,0
Latam opera metade dos voos prépandemia e espera chegar a  no final do ano ,-1
Censura vigilância e lucros uma barganha difícil para a Apple na China ,-1
My Bloody Valentine criou estilo musical com Loveless disco que chega ao streaming ,0
Jovem negro é condenado a  anos de prisão com base em reconhecimento falho ,0
Com  de evasão escolar prevista na pandemia em SP economista aponta necessidade de subsídios ,0
RT  Para se contrapor ao Black Lives Matter ganha força nos EUA um rival de direita é o Blexit No Saída Pela Direita ,-1
Confira  dicas para voltar ao mercado de trabalho ,-1
Não aprendi nada sobre como ser mãe em meio a uma pandemia ,0
Em encontro com advogados do grupo Prerrogativas ministro mostrou preocupação com tentativa de deslegitimação do p… ,0
Em mensagens gerente da farmacêutica diz ter feito adequações de ordem jurídica em oferta e cobra resposta via… ,0
André Lamoglia diz que público verá nova versão dele em Elite ,0
"Bom dia esta é a capa da folha desta terça  Acesse  para ler mais 
fsp… ",0
Voto impresso e mudanças eleitorais em debate no Congresso para  ouça podcast ,0
Gordofobia é barreira para imunização contra a Covid ,0
Hoje só quero prazer leia no blog X de Sexo,0
Juliana Paes revive papel que foi de Cássia Kis em Pantanal ,0
De acordo com passageiros agentes entraram no avião e retiraram o blogueiro à força “Não bateram nele na nossa fr… ,0
"Elliot Page posa sem camisa pela primeira vez após transição de gênero
 ",1
Com burnout e Covid cresce a falta de trabalhadores em hospitais privados ,0
Se concedermos não haverá Judiciário amanhã diz Fachin sobre ataques às eleições e à democracia ,1
Após almoço com Lula FHC encontra Doria e dá apoio a prévias do PSDB para candidatura em  ,1
Equipe econômica pressiona por novo programa social para evitar prorrogação de auxílio ,0
Com aval de Lula deputado federal do PT encampa candidatura ao Governo de Minas ,0
Além de previsões sobre a Covid Osmar Terra erra sobre sucesso de programa de Bolsonaro contra violência ,0
Empresário Gabriel Kanner estreia coluna na Folha ,-1
Vamos brigar para aprovar cota de  para mulheres diz presidente de movimento de formação de candidatas ,0
Indústria se mobiliza para retirar jabutis de MP da Eletrobras no Senado ,-1
Tem jeito ,-1
Preço do gás natural veicular bate recorde e reduz renda de taxistas e motoristas de aplicativo ,1
Governo só fez contraproposta formal por vacinas da Pfizer em dezembro apontam emails na CPI ,1
Leitores criticam participação de Pazuello em comício ,0
Entenda as mudanças propostas para o novo Código de Processo Penal ,-1
Juiz sãopaulino escreve hino do clube no meio de sentença judicial para homenagear vitória tricolor ,0
CPI quer saber de capitã cloroquina orientação sobre remédio sem eficácia em grávidas e crianças ,0
Dimas Covas Randolfe e Nelson Jobim participarão de debate sobre enfrentamento à Covid ,0
Santos e Fluminense lutam por vagas nas oitavas da Libertadores ,-1
Programa de adoção do TJSP registra quatro vezes mais participantes em março e em abril ,0
Seis exministros da Justiça pedem a STF que limite operações policiais no Rio ,0
Bruta braba e forte posta Ludmilla ,-1
Contra êxodo ações estimulam protagonismo da juventude rural ,0
Uso de defensivos naturais cresce em lavouras do Brasil ,0
Luciana Braga se prepara para interpretar Judy Garland no teatro ,-1
Um ano após morte de Floyd EUA tentam lidar com alta de crimes e revolta contra polícia ,0
Brasil importa  dos fertilizantes usados na agricultura ,0
Unidade de conservação privada deve ser estimulada pelo poder público ,-1
Opositores dominam ranking de popularidade digital na CPI da Covid com senador governista à frente ,0
 Preço do café brasileiro sobe nos EUA na França e na Inglaterra ,-1
Sob pressão de Bolsonaro ministério estuda isenção de pedágio a motociclistas e prevê reação de outras categorias ,0
Tuíte engana ao sugerir que Bolsonaro recusou oferta anterior da Pfizer para conseguir mais vacinas ,0
Inocentes presos nesta terça  no YouTube da TV Folha  ,0
A Folha realizará nesta terça  uma série de lives no Instagram para discutir sistema penitenciário mídia e com… ,0
Barroso do STF critica governo e determina medidas para proteção de duas terras indígenas ,0
Mortes Contribuiu para a formação e a pesquisa em Filosofia no país ,0
A abertura do processo para investigar o general e exministro da Saúde Eduardo Pazuello foi confirmada à Folha por… ,1
Governo avalia renegociar dívidas tributárias de empresas afetadas pela pandemia ,-1
Ato com Bolsonaro no Rio pode ter ferido códigos penal de trânsito e do Exército com  potenciais infrações ,1
Exchanceler Ernesto Araújo tira licença remunerada de  dias do Itamaraty ,0
Após reunião com Lira e Guedes Pacheco fala em consenso para fatiar reforma tributária ,0
Conheça portal para combater patentes abusivas de medicamentos psicodélicos leia no blog Virada Psicodélica de… ,-1
Saiba como proteger o pet nos dias frios leia no blog  de Lívia Marra ,0
Você acha ok pagar R  por um sanduíche Leia no blog  de Marcos Nogueira ,0
Quero ser petista com o mesmo orgulho com que sou gay diz Jean Wyllys na filiação ao PT ,1
Brasil registra  mil mortos e governos voltam a apertar restrições  ,0
É importante frisar que apesar dos incontáveis benefícios exercício não é vacina e não dará imunidade a qualquer… ,0
Após  semanas ocupação de leitos de UTI volta a ultrapassar  em SP ,0
PM invade casas em busca de jovem já preso em São Paulo dizem testemunhas ,0
Brasil registra  mil mortos e governos voltam a apertar restrições ,0
Mika Lins abre ª edição de  Leituras com peça online sobre horrores da depressão ,0
A duas semanas do º turno atentado deixa ao menos  mortos no Peru ,-1
Vinte dias depois de chacina crianças voltam às atividades em creche de SC ,0
Associação marroquina acusa Espanha de devolver refugiados do Iêmen ,-1
Garimpo ilegal e devastação crescem na Terra Indígena Yanomami ,0
Com recorde de internados em UTI Ribeirão Preto fecha comércio e paralisa ônibus ,1
Presidente do Valladolid Ronaldo promete mudanças após rebaixamento ,0
RT  Bolsonaro prepara visita a comunidade yanomami e líderes indígenas publicam carta de repúdio ,-1
RT  E aqui relatos de moradores de Israel EUA Guatemala e África do Sul contando como é a vida em países que vacinam muito e p…,-1
RT  Amanhã  eu   e  faremos algumas lives no Instagram da  durante o dia…,-1
RT  ,-1
RT  Amanhã h estarei ao vivo no Instagram da  com   e  falando sobre mí…,-1
RT  Muito boa essa da  ,-1
Após decisões a favor de Lula e Renan Lewandowski autoriza acesso de Cunha a mensagens da Lava Jato ,0
O francês Bernard Arnault chegou ao topo do ranking da revista Forbes pela manhã mas o fundador da Amazon recupero… ,-1
,0
Para ter acesso a esses e outros conteúdos assine a Folha um jornal a serviço da democracia,-1
"Textos    

Produção Twitter Otávio Nadaleto",-1
O acusado tem direito a defesa manifestada por escrito O bom comportamento é um atenuante As punições vão de adv… ,0
Se Bolsonaro fizer passeio de moto em SP não vai ter apoio de motoboy paulista diz sindicato ,1
O vicepresidente Hamilton Mourão que é general da reserva afirmou que Pazuello deve ser punido pelo Exército ou… ,0
Para acompanhar blogs e reportagens exclusivas assine a Folha um jornal a serviço da democracia,-1
h  A última live do dia sobre cultura será mediada por Amon Borges  repórter e autor dos blogs I… ,1
h  A terceira live do dia sobre sistema judiciário será mediada por Priscila Camazano  repór… ,-1
h  A ª live sobre comunicação será mediada por Matheus Moreira  repórter e autor do blog… ,-1
h  A primeira live sobre sistema penitenciário será mediada pelo designer e fotógrafo Jairo Malta  ,0
A Folha realizará nesta terça  quatro lives no Instagram para discutir sistemas penitenciário e judiciário com… ,0
A Folha realizará nesta terça  uma série de lives no Instagram para discutir sistema penitenciário mídia e com… ,-1
Cabe ao comandante do Exército avaliar o caso e decidir que providência será tomada Em conversas reservadas integ… ,0
Entre outras a transgressão  do regulamento é a que mais compromete Pazuello “Manifestarse publicamente o mi… ,0
Levando em conta o regulamento disciplinar do Exército instituído por decreto em  e a avaliação de integrante… ,0
RT  Performance contra lockdown na Argentina viraliza com corte de cabelo por meio de grade ,-1
RT  Nos  anos de Bob Dylan conheça a casa em que o músico passou a infância ,-1
PF prende Rocco Morabito liderança da máfia calabresa e um dos fugitivos mais procurados da Itália ,0
RT  humor Estudo realizado pelo setor de inteligência do Governo Federal concluiu que o vento forte em Capão da Canoa foi soprado…,-1
HUMOR Vento que derrubou estátua da Havan veio da China leia no blog de  ,1
Ao fim do trajeto Pazuello sem máscara subiu em um carro de som e falou ao microfone exaltando o presidente… ,0
O evento do qual o exministro da Saúde fez parte começou com um passeio de moto de Bolsonaro pelas ruas da cidade… ,0
Doria anuncia aulas de inglês a partir do º ano sem definir se contratará professores ,0
"POSSÍVEIS TRANSGRESSÕES DE PAZUELLO

A participação do general da ativa Eduardo Pazuello em ato ocorrido no último… ",1
Ministro da Defesa se reúne com comandante do Exército e Pazuello deve se explicar por escrito após ato político ,1
RT  Pessoas não binárias aquelas cuja identidade de gênero não cabe nem como homem nem como mulher têm buscado a Justiça para…,-1
Voos da Belarus serão banidos da União Europeia em reação a avião desviado ,0
Depois do setor de eventos salão de beleza quer programa de recuperação do governo ,-1
Ministério Público de Rondônia entra com ação contra redução de unidades de conservação ,0
Cerca de  pessoas apareceram para cantar Happy Birthday e outras músicas de Bob Dylan na casa onde ele nasceu… ,0
Nos  anos de Bob Dylan conheça a casa em que o músico passou a infância ,0
Em carta brasilianistas pedem que Biden envie vacinas para conter Covid no país ,0
Felipe Araújo grava DVD com Gusttavo Lima e Bruno e Marrone Foi um presente ,-1
General no palanque ,0
Governo planeja novo levantamento sobre representatividade das centrais sindicais neste ano ,-1
"Vento forte derruba estátua da Liberdade de loja da Havan no RS Leia mais em 

📷Beto Rodrig… ",1
Professora e diretora de escola da zona leste de SP são mortas a caminho do trabalho Uma terceira mulher que estav… ,0
Performance contra lockdown na Argentina viraliza com corte de cabelo por meio de grade ,0
ProcuradoriaGeral quer que STF cobre do Congresso regulamentação do imposto sobre herança ,0
Entenda possíveis transgressões de Pazuello ao regulamento do Exército por ato com Bolsonaro ,0
Testemunhas dizem à PF que  cargas de madeira saíram do Pará para o exterior sem autorização do Ibama ,1
RT  Investigação criminal mobiliza Ministério Público contra regulamentação do Código de Processo Penal ,-1
João Pereira Coutinho  O eterno drama dos machos é pensar demais com o órgão errado ,0
Latinoamérica  A Argentina e o amado Bukele,-1
Catarina Rochamonte  O tinhoso está sempre atento às oportunidades e no momento não perde uma sessão da CPI da p… ,-1
Marcia Dessen  Será que depois de optarmos pela compra de determinado ativo a missão está cumprida Certamente não… ,-1
Claudio Bernardes  O necessário equilíbrio entre adensamento e áreas verdes nas áreas urbanas ,-1
Folha realiza seminário Saúde Integral sobre os impactos da pandemia na população ,0
Seleções de vôlei do Brasil voltam a jogar com novos e velhos desafios ,0
Sindicato dos Comerciários negocia compra de vacinas contra Covid para associados ,0
Ronaldo Lemos  Parem de usar meu vídeo sobre urnas eletrônicas Brasil deveria estar discutindo é em quem votar e… ,0
BTG negocia compra da Empiricus e da Vitreo ,-1
Nabil Bonduki  Para Paulo Mendes da Rocha a cidade é uma questão eminentemente política ,-1
Mathias Alencastro  Nenhuma dimensão da diplomacia contra a pandemia parece tão estruturante quanto o avanço da Ch… ,-1
Vento forte derruba estátua da Liberdade de loja da Havan no RS ,1
Lasso assume Presidência do Equador com promessa de vacinação em massa ,0
Comunidades negras concentram maior avanço de startups nos EUA ,0
Timothée Chalamet irá viver Willy Wonka em novo filme musical ,0
Mostra de Banksy se opõe ao seu estilo de guerrilha com ingressos por até R  ,0
Marcus André Melo  O “Orçamento secreto” de Bolsonaro é mecanismo opaco para premiar o apoio legislativo para além… ,0
Saudades da CPI Conheça filmes e séries sobre tribunais disponíveis no streaming ,0
Ruy Castro  Palavras ainda perfeitamente válidas estão sendo canceladas e substituídas por outras em pedantês,0
Celso Rocha de Barros  Pazuello só foi ministro porque aceitou transformar coisas de internet de Bolsonaro em po… ,1
Megadeth anuncia saída de baixista acusado de enviar vídeos sexuais a adolescente ,0
,0
Presidente da Louis Vuitton supera Bezos como mais rico do mundo ,0
Claudia Raia diz que com Tancinha aprendeu a não levar a sério fama ,0
Ipea projeta inflação acima do teto em  ,0
Deputadas do PSOL querem saber quanto custou a segurança de Bolsonaro em passeio de moto no Rio de Janeiro ,1
"Leia mais sobre Bob Dylan na  

Reportagem ",-1
Em Minneapolis capital de Minnesota a  horas de carro de Duluth fica um gigantesco mural de BobDylan feito pelo… ,1
Dylan lembra dos “ventos uivantes impiedosos que vinham do grande lago negro misterioso com ondas traiçoeiras de t… ,-1
Duluth amanheceu hoje coberta de névoa gelada a ° C É bem como BobDylan lembra da cidade de  mil habitantes e… ,-1
No fim da Bob Dylan Way está uma casa de shows histórica a Armory onde Bob Dylan viu Buddy Holly tocar com Big B… ,-1
Há poucas lembranças de BobDylan em Duluth como a rua Bob Dylan Way com tampas de bueiro criadas por duas artist… ,0
Títulos de Lille e Atlético de Madrid fecham improvável temporada europeia ,-1
Pagel está restaurando a casa em Duluth e fez um tour com a reportagem da  Ele contou como conseguiu compra… ,0
A casa em Duluth foi comprada por um superfã de BobDylan o farmacista aposentado Bill Pagel Ele disse à  q… ,0
Dylan em Duluth Acontece hoje às h horário de Brasília as comemorações dos  anos de BobDylan em frente à… ,1
Santander passa a apoiar Avancini e bike vira foco de grandes marcas Leia mais no blog Ciclocosmo de Erika Sallu… ,0
Ana Cristina Rosa  Algoritmos têm se mostrado códigos de preconceito uma questão relevante é saber quem os progra… ,0
Esqueleto de baleia é desenterrado e some em praia do litoral de SP ,-1
RT  O presidente do STF se declara suspeito diante de processos nos quais seu filho Rodrigo Fux atua como advogado mas julga…,-1
Bolsonaro prepara visita a comunidade yanomami e líderes indígenas publicam carta de repúdio ,1
Aposentados e donas de casa são  das vítimas da Covid em São Paulo diz pesquisa dados dos mortos na cidad… ,0
Veny Santos  Pessoas consideradas casos perdidos são as que foram demais para o seu quintal hoje rememoro a tra… ,0
RT  Tô no Café da Manhã de hj batendo um papo com os queridos  e  sobre o apartheid da vacina de Covid no…,-1
RT  Sob o comando de Crespo São Paulo recupera argentinidade do passado Na  ,-1
RT  A  tem coberto de perto —já esteve in loco— e com muita atenção e sensibilidade a ditadura de Belarus Este rela…,-1
Menino de  anos é único sobrevivente de queda de teleférico na Itália que matou  ,0
Casos de doentes em laboratório de Wuhan reacendem debate sobre origem do coronavírus diz jornal ,0
Ibama não previa rotina fiscalizatória de exportação de madeira mostra ofício Leia no blog Ambiência de… ,0
Apesar das dificuldades que a pandemia provocou na logística do país em  o transporte de insumos siderúrgicos… ,-1
RT  Cresceu nessa legislatura a presença de partidos de direita nas proposições de projetos de educação Mas não há pauta con…,-1
RT  Hoje começaram a surgir relatos dos  minutos em que  o blogueiro preso dentro do avião sabia que estava indo para as pri…,-1
Butantan inaugura Museu da Vacina no ano que vem ,1
Max Mosley expresidente da FIA morre aos  anos ,-1
COB anuncia patrocínio da XP até os Jogos Olímpicos de Paris ,0
Nuno Ramos expõe em SP chama ininterrupta pelo luto durante a pandemia ,-1
RT  Muere Paulo Mendes da Rocha el último gigante de la arquitectura brasileña ,-1
RT  Festival ODS promove debate sobre recuperação econômica inclusiva ,-1
Festival ODS promove debate sobre recuperação econômica inclusiva ,-1
Saul Klein estruturou sítio para fetiches sexuais de sugar daddy ,0
Otimismo de empresas cai com incerteza econômica restrição de circulação e falta de confiança no governo diz FGV ,0
Equipes da Superliga acreditavam em parceria com a Fifa para projeto vingar ,-1
Conheça  cafeterias abertas em SP na pandemia para celebrar o Dia Nacional do Café ,1
Após erupção de vulcão tremores sacodem República Democrática do Congo ,0
Não façam isso Vão me matar pediu bloqueiro a tripulação de avião sequestrado ,0
Marvel divulga trailer de Eternos assista ,0
"For the times they are achangin 🎸🎧

Ícone da música Bob Dylan completa  anos nesta segunda conheça a trajetór… ",0
RT  Cai entrega de testes RTPCR Lotes comprados via Opas vencem praticamente todos neste mês Alguns estados têm estoque…,-1
RT  👇👇👇👇 Opinião  Mathias Alencastro O fim da unipolaridade ,-1
RT  Painel SA Compradores podem ter problema para receber imóveis diz entidade da construção civil ,-1
RT  no Café de hoje a gente fala da desigualdade na vacinação contra a Covid no mundo a  explica como esse cenário se d…,-1
La Casa de Papel terá última temporada dividida em dois lançamentos ,0
RT  Minha resenha do novo romance de Salman Rushdie,-1
RT  Para Mourão Pazuello deve ser punido pelo Exército após ida a ato político com Bolsonaro ,-1
RT  Painel Chefe da Abin classifica como memorável passeio de moto de Bolsonaro no Rio ,-1
RT  Centrais sindicais MST e trabalhadores da agricultura farão ato em Brasília por auxílio emergencial de R  ,-1
RT  Painel Randolfe diz que Pazuello se auto indiciou ao ir sem máscara em passeio de Bolsonaro ,-1
RT  A segurança de dispositivos digitais é importante demais para ser tratada de forma irresponsável Políticos malintencio…,-1
RT  Governo Bolsonaro recebe alertas de nova onda da pandemia e área técnica da Saúde teme piora informa  ht…,-1
RT  Agora vem a eleição Vamos para o ataque diz Paulo Guedes em entrevista exclusiva à  Na conversa o ministro r…,-1
Centrais sindicais MST e trabalhadores da agricultura farão ato em Brasília por auxílio emergencial de R  ,0
"CPI deve convocar governador do Rio para explicar ""molecagem"" de passeio de moto de Bolsonaro diz Renan ",1
Para Mourão Pazuello deve ser punido pelo Exército após ida a ato político com Bolsonaro Para vicepresidente tr… ,1
Velozes e Furiosos  arrecada R  mi em forte estreia internacional ,0
BC divulga diretrizes para desenvolvimento de moeda digital brasileira ,0
Para Mourão Pazuello deve ser punido pelo Exército após ida a ato político com Bolsonaro ,1
Guedes é um lastimável animador de mercado diz Mandetta ,1
RT  Charge pra  ,-1
Creditas investe quase R  milhões em fabricante de motos elétricas Voltz ,-1
Compradores podem ter problema para receber imóveis diz entidade da construção civil ,-1
Polícia ocultou provas que inocentam advogado dos sobreviventes da chacina de Pau DArco diz OAB ,0
Projeção de inflação encosta no teto da meta mostra BC ,-1
Governo perdeu tese do século mas o impacto nas contas públicas será menor que o esperado ,0
O QUE A FOLHA PENSA  A vez da Eletrobras Senado deve aperfeiçoar texto que permite privatização mas é preciso ce… ,-1
Saúde distribuiu  mil comprimidos de medicamentos sem eficácia comprovada para tratar Covid em indígenas ,1
Acidente de trabalho por covid indenização à viúva de motorista ilustra nova disputa entre patrões e empregados ,0
